PO_Key,Package_Original,Subpackage_Original,Reassigned_Package,Reassigned_SubPackage,purchase_order_description,po_total_amount_ordered_in_usd_currency,material_group_description,Vendor Name,VBS Category1,VBS Category 2,,
450465244340,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Enamel painting of staircase railings,388.60003,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450468238010,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Ground floor- Entrance Vinyl Branding,55.063393,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450468238020,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Ground floor- Entrance Vinyl Branding,9.177232,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450468238030,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Ground floor- Entrance Vinyl Branding,42.827083,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450468238040,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Ground floor- Entrance Vinyl Branding,39.768006,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450468238050,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Ground floor- Entrance Vinyl Branding,18.354464,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450468238060,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Ground floor- Entrance Vinyl Branding,21.413542,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450468238070,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Ground floor- Entrance Vinyl Branding,18.354464,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450468238080,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Outside Glass Vinyl,122.363095,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450468238090,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Inside Entrance Door 1,42.827083,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380100,#N/A,#N/A,#N/A,#N/A,Inside Entrance Door 2,18.354464,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380110,#N/A,#N/A,#N/A,#N/A,1st floor - Inside working area,61.181547,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380120,#N/A,#N/A,#N/A,#N/A,1st floor - Inside working area,24.472619,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380130,#N/A,#N/A,#N/A,#N/A,1st floor - Inside working area,21.413542,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380140,#N/A,#N/A,#N/A,#N/A,1st floor - Inside working area,27.531696,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380150,#N/A,#N/A,#N/A,#N/A,1st floor - Inside working area,24.472619,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380160,#N/A,#N/A,#N/A,#N/A,1st floor - Inside working area,97.890476,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380170,#N/A,#N/A,#N/A,#N/A,2nd floor -Conference room,10.706771,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380180,#N/A,#N/A,#N/A,#N/A,2nd floor -Conference room,12.236309,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380190,#N/A,#N/A,#N/A,#N/A,2nd floor -Conference room,12.236309,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380200,#N/A,#N/A,#N/A,#N/A,Near Setout,48.945238,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380210,#N/A,#N/A,#N/A,#N/A,Near Setout,21.413542,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380220,#N/A,#N/A,#N/A,#N/A,Terrace,24.472619,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380230,#N/A,#N/A,#N/A,#N/A,Terrace,61.181547,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380260,#N/A,#N/A,#N/A,#N/A,Terrace,21.413542,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504682380270,#N/A,#N/A,#N/A,#N/A,Push Gently,3.059077,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450468239930,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Wood Crew cutting.,91.075316,FACILITIES MANAGEMENT SERVICES,VAR Electricals,Electricity,ELECTRICITY,,
450475619510,#N/A,#N/A,#N/A,#N/A,GCC - Carpet Shampoo,1670.895163,FACILITIES MANAGEMENT SERVICES,KARAT FACILITIES MANAGEMENT SERVICE,Cleaning and Gardening,SERVICES,,
450493499010,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,GCC -Supply and Installation of Plywood,1564.849151,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450493499040,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Graphics on Glass as per Designs with ra,4479.747081,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450504914110,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,GAC - Frontlit Flex Drop Down ,66.465715,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450504914120,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Frontlit Flex Drop Down ,49.849286,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450504914140,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Vinyl On 3mm Sunboard ,29.151629,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450521154010,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,GCC - Glass Partition 10mm thich with Al,2860.502237,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450521154070,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Frosted Film,374.927289,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4505211540100,#N/A,#N/A,#N/A,#N/A,Phone Booth Area Glass Partition,2376.597921,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450283844710,#N/A,#N/A,#N/A,#N/A,Exempt Service Charges - VBS 1,278.957043,FACILITIES MANAGEMENT SERVICES,Vignesh Business Services Pvt Ltd,Logistics Support,LOGISTICS SUPPORT,,
450303353510,#N/A,#N/A,#N/A,#N/A,1 Exempt Services charges-VBS,22.486491,FACILITIES MANAGEMENT SERVICES,Vignesh Business Services Pvt Ltd,Logistics Support,LOGISTICS SUPPORT,,
450303353520,#N/A,#N/A,#N/A,#N/A,2 Excempt - Documentation Charges,22.486491,FACILITIES MANAGEMENT SERVICES,Vignesh Business Services Pvt Ltd,Logistics Support,LOGISTICS SUPPORT,,
450304612810,#N/A,#N/A,#N/A,#N/A,Facility Consumbale charges,5396.757952,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450308822810,#N/A,#N/A,#N/A,#N/A,Hostesses - Professionals,0.059964,FACILITIES MANAGEMENT SERVICES,IDREAMS TRADE AND EVENTS PVT LTD,Services,SERVICES,,
450308822820,#N/A,#N/A,#N/A,#N/A,Hostesses Sarees - Ab InBev Logo colour,0.059964,FACILITIES MANAGEMENT SERVICES,IDREAMS TRADE AND EVENTS PVT LTD,Services,SERVICES,,
450308822830,#N/A,#N/A,#N/A,#N/A,Hostesses - Makeup,0.059964,FACILITIES MANAGEMENT SERVICES,IDREAMS TRADE AND EVENTS PVT LTD,Services,SERVICES,,
450308822840,#N/A,#N/A,#N/A,#N/A,Hostess - Accessories & Styling,0.059964,FACILITIES MANAGEMENT SERVICES,IDREAMS TRADE AND EVENTS PVT LTD,Services,SERVICES,,
450308822850,#N/A,#N/A,#N/A,#N/A,Yakshagana - Complete costume with Makeu,0.029982,FACILITIES MANAGEMENT SERVICES,IDREAMS TRADE AND EVENTS PVT LTD,Services,SERVICES,,
450308822860,#N/A,#N/A,#N/A,#N/A,Maddale & Pooja,0.029982,FACILITIES MANAGEMENT SERVICES,IDREAMS TRADE AND EVENTS PVT LTD,Services,SERVICES,,
450308822890,#N/A,#N/A,#N/A,#N/A,Sandal Garland,0.29982,FACILITIES MANAGEMENT SERVICES,IDREAMS TRADE AND EVENTS PVT LTD,Services,SERVICES,,
4503088228100,#N/A,#N/A,#N/A,#N/A,Mysore Peta,0.29982,FACILITIES MANAGEMENT SERVICES,IDREAMS TRADE AND EVENTS PVT LTD,Services,SERVICES,,
4503088228110,#N/A,#N/A,#N/A,#N/A,Scissors & Red Tape,0.059964,FACILITIES MANAGEMENT SERVICES,IDREAMS TRADE AND EVENTS PVT LTD,Services,SERVICES,,
450360607470,People,Facility benefits,People,Facility benefits,Lemon Sachet,36.163199,FACILITIES MANAGEMENT SERVICES,Adinath Stores and Suppliers,Lease/Rentals of Handling and storage equipment,LOGISTICS SUPPORT,,
4503606074120,#N/A,#N/A,#N/A,#N/A,Badam Pista,203.417995,FACILITIES MANAGEMENT SERVICES,Adinath Stores and Suppliers,Lease/Rentals of Handling and storage equipment,LOGISTICS SUPPORT,,
4503606074130,#N/A,#N/A,#N/A,#N/A,Hot Chocolate,216.979195,FACILITIES MANAGEMENT SERVICES,Adinath Stores and Suppliers,Lease/Rentals of Handling and storage equipment,LOGISTICS SUPPORT,,
4503606074140,#N/A,#N/A,#N/A,#N/A,Veg Corn Soup,126.571197,FACILITIES MANAGEMENT SERVICES,Adinath Stores and Suppliers,Lease/Rentals of Handling and storage equipment,LOGISTICS SUPPORT,,
4503606074150,#N/A,#N/A,#N/A,#N/A,Branded paper cups 150 ml,263.689993,FACILITIES MANAGEMENT SERVICES,Adinath Stores and Suppliers,Lease/Rentals of Handling and storage equipment,LOGISTICS SUPPORT,,
4503606074160,#N/A,#N/A,#N/A,#N/A,Stirrers Wooden,60.271998,FACILITIES MANAGEMENT SERVICES,Adinath Stores and Suppliers,Lease/Rentals of Handling and storage equipment,LOGISTICS SUPPORT,,
4503606074180,#N/A,#N/A,#N/A,#N/A,Health drink Boost/Horlics,39.779519,FACILITIES MANAGEMENT SERVICES,Adinath Stores and Suppliers,Lease/Rentals of Handling and storage equipment,LOGISTICS SUPPORT,,
450439755610,Services,Cleaning and Gardening,Services,Cleaning and Gardening,GAC - Housekeeping Helper 08 Hr Duty,1173.150067,FACILITIES MANAGEMENT SERVICES,VIDYUTH ELECTRICALS,Services,SERVICES,,
450464900610,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Supply of 2Nos of 6/10A Socket controlle,282.636573,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450464900620,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Installation of 2Nos of 6/10A Socket con,112.849449,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450464900630,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Supply of 3c x 2.5sqmm Cu.flexible cable,792.74406,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450464900640,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Laying of 3c x 2.5sqmm Cu.flexible cable,450.776034,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450464900650,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Supply of 25mm PVC Conduit,144.559211,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450464900660,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Installation of 25mm PVC Conduit,135.23281,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450464901610,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Cat6 Cable box (Roll of 305Mtrs),739.894456,FACILITIES MANAGEMENT SERVICES,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
450464901620,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,"Cat6 Information Outlet, Yellow",205.180816,FACILITIES MANAGEMENT SERVICES,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
450464901630,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Blank Inserts,11.658001,FACILITIES MANAGEMENT SERVICES,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
450464901640,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,2 - Port Faceplate,53.626804,FACILITIES MANAGEMENT SERVICES,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
450464901650,Maintenance,Building & Facilities Maint. Materials,Technology,Datacenter,"Cat6 Patch cord, 7 feet, Yellow",228.496817,FACILITIES MANAGEMENT SERVICES,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
450464901660,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,PVC Backbox,34.974003,FACILITIES MANAGEMENT SERVICES,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
450464901670,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,1 inch PVC Conduit with Accessories,230.828418,FACILITIES MANAGEMENT SERVICES,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
450464901680,Maintenance,Building & Facilities Maint. Materials,Technology,Datacenter,1 1/2 inch Cassing & Capping,27.202002,FACILITIES MANAGEMENT SERVICES,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
450464901690,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,1 Inch Flexible Pipe with Accessories,23.316002,FACILITIES MANAGEMENT SERVICES,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
4504649016100,#N/A,#N/A,#N/A,#N/A,8 Inch Cable Ties,9.326401,FACILITIES MANAGEMENT SERVICES,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
450277396010,#N/A,#N/A,#N/A,#N/A,1033216_BUFFET PLATE_AN.CRK.PRM 29CM.WT.,509.626947,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
450277396020,#N/A,#N/A,#N/A,#N/A,1032670_DINNER PLATE_AN.CRK.PRM 24.WT.DN,375.042366,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
450277396030,#N/A,#N/A,#N/A,#N/A,1032669_SMALL PLATE_AN.CRK.PRM 19CM.WT.S,220.718713,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
450277396040,#N/A,#N/A,#N/A,#N/A,1032673_SOUP PLATE_AN.CRK.PRM 26CM.WT.DP,624.472456,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
450277396050,#N/A,#N/A,#N/A,#N/A,1032659_SOUP BOWL_AN.CRK.STD.WT.SPBL.230,73.572904,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
450277396060,#N/A,#N/A,#N/A,#N/A,1033175_TEA SAUCER_AN.CRK.STD NIL.WT.TES,73.572904,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
450277396070,#N/A,#N/A,#N/A,#N/A,1032693_SOUP SPOON_AN.CRK.PRM.WT.SPSPN.8,47.553219,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
450277396080,#N/A,#N/A,#N/A,#N/A,1032686_TEA CUP_AN.CRK.PRM 23.WT.TECP.43,78.059057,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
450277396090,#N/A,#N/A,#N/A,#N/A,1032677_TEA SAUCER_AN.CRK.PRM 17CM.WT.TE,69.983982,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960100,#N/A,#N/A,#N/A,#N/A,1032660_MEDIUM  CUP_AN.CRK.STD.WT.TECP.4,49.34768,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960110,#N/A,#N/A,#N/A,#N/A,1032658_MEDIUM SAUCER_AN.CRK.STD.WT.TESR,53.833832,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960120,#N/A,#N/A,#N/A,#N/A,1026001_SERVING PLATTER_SL.MLM.STN 10.5I,81.947056,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960130,#N/A,#N/A,#N/A,#N/A,1031943_VENICE PLATTER_SL.MLM.13.5.BK.VN,88.825824,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960140,#N/A,#N/A,#N/A,#N/A,1010713_BOWL MINI_SL.MLM.SYM BK.BWLMN,23.327994,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960150,#N/A,#N/A,#N/A,#N/A,1001603_TOOTH PICK HOLDER_BH.CRK.UR.TPKH,7.088121,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960160,#N/A,#N/A,#N/A,#N/A,1001463_STRAW HOLDER_BH.CRK.UR.STRHDR.AS,7.088121,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960170,#N/A,#N/A,#N/A,#N/A,1032689_BUTTER DISH_AN.CRK.PRM 7.WT.BTRD,42.528728,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960180,#N/A,#N/A,#N/A,#N/A,1033210_SALT SHAKER_AN.CRK.STD NIL.WT.ST,11.305105,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960190,#N/A,#N/A,#N/A,#N/A,1032663_PEPPER SHAKER_AN.CRK.STD.WT.PPRS,11.305105,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960200,#N/A,#N/A,#N/A,#N/A,1026008_ICE CREAM BOWL_SL.MLM.STN BLK.VG,74.470135,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960210,#N/A,#N/A,#N/A,#N/A,1001503_OVAL PLATTER_BH.CRK.ACS.OVLPTR.P,78.956288,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960220,#N/A,#N/A,#N/A,#N/A,1024241_BOWL BOAT_SL.MLM.8IN.BK.BWLBOT,33.19753,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960230,#N/A,#N/A,#N/A,#N/A,1031924_VICTORIA BOWL_SL.MLM.7IN.BK.VCTR,34.991991,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960240,#N/A,#N/A,#N/A,#N/A,1032497_SAUCE BOWL_EF.PSC.10CM SYM.BK.BW,39.478144,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960250,#N/A,#N/A,#N/A,#N/A,1019186_CONDIMENT HOLDER_EF.BAC.SS.6COMP,27.873962,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960260,#N/A,#N/A,#N/A,#N/A,1027141_NAPKIN HOLDER_EF.RST.MT.NPHDR.NH,19.918518,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960270,#N/A,#N/A,#N/A,#N/A,1004532_ANTISKID TRAY RECT_EF.RST.BK.152,565.255241,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960280,#N/A,#N/A,#N/A,#N/A,1026375_TUMBLER_LG.GSW.378M.TMBL.LG10002,96.900898,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960290,#N/A,#N/A,#N/A,#N/A,1028880_TUMBLER_AR.GSW.GBLT 425 CNCL.TMB,63.703368,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960300,#N/A,#N/A,#N/A,#N/A,1004310_BEER PITCHER_EG.GSW.BRPTCR.,31.582515,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960310,#N/A,#N/A,#N/A,#N/A,1019831_DESSERT SPOON_AA.CTR.SS.DUKE.DSS,107.667665,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960320,#N/A,#N/A,#N/A,#N/A,1019833_SOUP SPOON_AA.CTR.SS.DUKE.SPSPN,53.833832,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960330,#N/A,#N/A,#N/A,#N/A,1019830_TEA SPOON_AA.CTR.SS.DUKE.TESPN,61.011677,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960340,#N/A,#N/A,#N/A,#N/A,1019832_DESSERT FORK_AA.CTR.SS.DUKE.DSFR,107.667665,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960350,#N/A,#N/A,#N/A,#N/A,1019834_DESSERT KNIFE_AA.CTR.SS.DUKE.DSK,220.718713,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960360,#N/A,#N/A,#N/A,#N/A,1019840_COFFEE SPOON_AA.CTR.SS.DUKE.CFSP,18.303503,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960370,#N/A,#N/A,#N/A,#N/A,1019839_PARAFAIT SPOON_AA.CTR.SS.DUKE.PF,32.300299,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960380,#N/A,#N/A,#N/A,#N/A,1033282_STEAK KNIFE_TA.KWR.UCT.5IN.STKKN,195.416812,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960390,#N/A,#N/A,#N/A,#N/A,1005216_SOUP LADDLE_EF.KWR.SS.NO2 RDHDL.,7.62646,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960400,#N/A,#N/A,#N/A,#N/A,1025060_SERVING SPOON_EF.KWR.SML.SS.SRGS,9.151752,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960410,#N/A,#N/A,#N/A,#N/A,1015736_SERVING FORK_EF.KWR.SS.12IN.SRVF,5.921722,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960420,#N/A,#N/A,#N/A,#N/A,1013456_TONG_VN.KWR.TNG.8906,19.021287,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960430,#N/A,#N/A,#N/A,#N/A,1013457_TONG_VN.KWR.TNG.8907,19.021287,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960440,#N/A,#N/A,#N/A,#N/A,1013453_ICE TONG_VN.KWR.ICTG.8903,13.458458,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960450,#N/A,#N/A,#N/A,#N/A,1029058_CASSEROLE_AV.KWR.2411 5L MH WIND,83.44244,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960460,#N/A,#N/A,#N/A,#N/A,1029063_CASSEROLE_AV.KWR.2013 4L DH WIND,78.597395,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960470,#N/A,#N/A,#N/A,#N/A,1029057_CASSEROLE_AV.KWR.209 3L MH WIND.,67.292291,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960480,#N/A,#N/A,#N/A,#N/A,1027549_MIXING BOWL_EF.KWR.SS.12IN.MXGBW,30.685284,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960490,#N/A,#N/A,#N/A,#N/A,1027547_MIXING BOWL_EF.KWR.SS.10IN.MXGBW,41.990389,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960500,#N/A,#N/A,#N/A,#N/A,1029049_CASSEROLE_AV.KWR.247 3.2L SHL WI,54.013279,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960510,#N/A,#N/A,#N/A,#N/A,1033991_UDIPI LADDLE_MR.KWR.NO5.WDN HNDL,17.495996,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960520,#N/A,#N/A,#N/A,#N/A,1016330_GRATER_EF.KWR.PPH.4SIDE.18CM.GRT,13.279012,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960530,#N/A,#N/A,#N/A,#N/A,1021454_GRATER_EF.KWR.4SIDE.19CM.GRTR,6.639506,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
4502773960550,#N/A,#N/A,#N/A,#N/A,1030700_CONICAL STRAINER_EF.KWR.SS.8IN.C,24.584117,FACILITIES MANAGEMENT SERVICES,SREE VYBHAV IMPEX,Services,SERVICES,,
